sample_idx,sample_id,yelp_idx,yelp_business_id,match_confidence,best_name_source,name_similarity,base_name_similarity,sample_name,sample_base_name,yelp_name,best_categories_source,categories_similarity,base_categories_similarity,sample_categories,sample_base_categories,yelp_categories,best_address_source,address_similarity,base_address_similarity,sample_address,sample_base_address,yelp_address
861,281474978022280,161,G4lRmwDHdvhZAhmtlsYYBw,0.7388,tie,1.0,1.0,wendy's,wendy's,wendy's,tie,0.0,0.0,"['burger_restaurant', 'fast_food_restaurant', 'restaurant']","['burger_restaurant', 'fast_food_restaurant', 'restaurant']","['burgers', 'restaurants', 'fast_food']",tie,0.347,0.347,"{'address': '176 fayette town ctr', 'city': 'fayetteville', 'state': 'WV', 'postal_code': '25840'}","{'address': '176 fayette town ctr', 'city': 'fayetteville', 'state': 'WV', 'postal_code': '25840'}","{'address': '741 thompson ln', 'city': 'nashville', 'state': 'TN', 'postal_code': '37204'}"
862,08f266daddb24aaa03e644de71b831ee,455,NIV7uxsE8rn8cB1t-FsJHg,0.5576,non_base,0.76,0.62,chi saint joseph medical group,chi saint joseph medical group - primary care,saint marys medical group,tie,0.0,0.0,"['hospital', 'urologist']",['health_and_medical'],"['health_&_medical', 'urgent_care', 'doctors']",non_base,0.254,0.23800000000000004,"{'address': '211 fountain ct', 'city': 'lexington', 'state': 'KY', 'postal_code': '40509'}","{'address': '211 fountain ct ste 340', 'city': 'lexington', 'state': 'KY', 'postal_code': '40509'}","{'address': '6225 sharlands ave', 'city': 'reno', 'state': 'NV', 'postal_code': '89523'}"
863,08f2a9625a169202036560877baa0345,438,bTC3m_GPWBp92Y5TTReyTA,0.39880000000000004,base,0.39,0.4,tomorrow's technology today,tomorrows technology today,taco truck stl,tie,0.0,0.0,"['it_service_and_computer_repair', 'information_technology_company', 'computer_hardware_company']","['information_technology_company', 'it_support_snd_service', 'it_service_and_computer_repair', 'security_services', 'web_designer', 'business_to_business_services', 'business_to_business']","['food', 'mexican', 'restaurants', 'food_trucks']",base,0.32400000000000007,0.397,"{'address': '501 n eastern ave', 'city': 'st henry', 'state': 'OH', 'postal_code': '45883'}","{'address': '501 n eastern ave ste a', 'city': 'saint henry', 'state': 'OH', 'postal_code': '45883'}","{'address': '2737 cherokee', 'city': 'saint louis', 'state': 'MO', 'postal_code': '63118'}"
864,08f28843861189b103816480f8f6f6e2,12514,kgzgHWoGBznqRODFLy9FaQ,0.596,tie,0.5,0.5,penske truck rental,penske truck rental,starbucks,tie,0.0,0.0,"['rental_services', 'truck_rentals', 'real_estate_service']","['rental_services', 'truck_rentals', 'real_estate_service', 'automotive']","['food', 'coffee_&_tea']",tie,0.74,0.74,"{'address': '4450 s enterprise st', 'city': 'boise', 'state': 'ID', 'postal_code': '83705'}","{'address': '4450 s enterprise st', 'city': 'boise', 'state': 'ID', 'postal_code': '83705'}","{'address': '350 n milwaukee, ste 2035', 'city': 'boise', 'state': 'ID', 'postal_code': '83704'}"
865,08f28842352de42c036d136f4f5dfb60,27956,WAdlP8I0a3DrlsKX4Zd9bA,0.6696,tie,0.62,0.62,h&r block,h&r block,blok &,tie,0.0,0.0,"['trusts', 'financial_service', 'accountant']",['tax_services'],"['food', 'coffee_&_tea']",tie,0.744,0.744,"{'address': '520 s meridian rd', 'city': 'meridian', 'state': 'ID', 'postal_code': '83642'}","{'address': '520 s meridian rd', 'city': 'meridian', 'state': 'ID', 'postal_code': '83642'}","{'address': '1800 n locust grove rd', 'city': 'meridian', 'state': 'ID', 'postal_code': '83646'}"
866,08f2b9b3602e1965038ebaed6005c3c2,580,d45ejuYD188Yzyxz6cCu-g,0.4212,tie,0.45,0.45,matthew kandefer plumbing & heating,matthew kandefer plumbing & heating,mattress firm west end avenue,tie,0.0,0.0,"['plumbing', 'hvac_services', 'septic_services']",['plumbing'],"['home_&_garden', 'home_decor', 'mattresses', 'shopping', 'furniture_stores']",tie,0.378,0.378,"{'address': '79 fillmore ave', 'city': 'tonawanda', 'state': 'NY', 'postal_code': '14150'}","{'address': '79 fillmore ave', 'city': 'tonawanda', 'state': 'NY', 'postal_code': '14150'}","{'address': '3009 w end ave', 'city': 'nashville', 'state': 'TN', 'postal_code': '37203'}"
867,2251799818828079,2757,GxOjX719-MKlZJ-xvvEt6g,0.5284,non_base,0.54,0.5,assured storage jackson,assured storage of jackson,trugreen lawn care,tie,0.0,0.0,['self_storage_facility'],['self_storage_facility'],"['lawn_services', 'home_services', 'landscaping']",tie,0.511,0.511,"{'address': '444 wiley parker rd', 'city': 'jackson', 'state': 'TN', 'postal_code': '38305'}","{'address': '444 wiley parker rd', 'city': 'jackson', 'state': 'TN', 'postal_code': '38305'}","{'address': '543 expressway park dr', 'city': 'nashville', 'state': 'TN', 'postal_code': '37210'}"
868,08f2b03aedc8bc290302e14c4855106d,655,jKb0H78PubnEMa5JoXdnvw,0.48600000000000004,base,0.46,0.51,glass chek and hardware,glass chek & hardware,harpeth cleaners,tie,0.0,0.0,"['auto_glass_service', 'windows_installation', 'automotive']","['window_supplier', 'windshield_installation_and_repair', 'garage_door_service', 'window_washing', 'automotive', 'business_to_business']","['dry_cleaning', 'local_services', 'laundry_services', 'dry_cleaning_&_laundry']",tie,0.45000000000000007,0.45000000000000007,"{'address': '12 roscoe dr', 'city': 'kentville', 'state': 'NS', 'postal_code': 'B4N 3V7'}","{'address': '12 roscoe dr', 'city': 'kentville', 'state': 'NS', 'postal_code': 'B4N 3V7'}","{'address': '8127 highway 100', 'city': 'nashville', 'state': 'TN', 'postal_code': '37221'}"
869,1688849863076915,5031,ayhcmJ7zoUS_GsNg6L8w9w,0.6292,base,0.55,0.8,u s bank branch,u s bank,b u n s,tie,0.0,0.0,"['mortgage_lender', 'bank_credit_union']","['mortgage_lender', 'bank_credit_union']","['animal_shelters', 'pets', 'pet_services']",tie,0.373,0.373,"{'address': '304 f st', 'city': 'davis', 'state': 'CA', 'postal_code': '95616'}","{'address': '304 f st', 'city': 'davis', 'state': 'CA', 'postal_code': '95616'}","{'address': '5473 overpass rd', 'city': 'santa barbara', 'state': 'CA', 'postal_code': '93190'}"
870,08f60a25956e9c320366d01ad6e2d7ef,29163,Sf6I1wpzVAZFxCQSAUkbZA,0.5388000000000001,tie,0.52,0.52,profile publishing location name - suite,profile publishing location name - suite,united family association thrift shoppe,tie,0.0,0.0,['automotive'],['automotive'],"['shopping', 'thrift_stores']",tie,0.5670000000000001,0.5670000000000001,"{'address': '1766 palo verde ave', 'city': 'east palo alto', 'state': 'CA', 'postal_code': '96303'}","{'address': '1766 palo verde ave', 'city': 'east palo alto', 'state': 'CA', 'postal_code': '96303'}","{'address': '5156 hollister ave', 'city': 'santa barbara', 'state': 'CA', 'postal_code': '93111'}"
871,08f2a10a912559580358a0682614eba3,851,lE9-FQdd_CJXszwT7YD3-Q,0.4304,tie,0.55,0.55,town & country jeep chrysler dodge ram,town & country jeep chrysler dodge ram,christopher j connolly dmd pa,tie,0.0,0.0,"['car_dealer', 'automotive_dealer', 'automotive_repair']","['auto_parts_and_supply_store', 'used_car_dealer', 'automotive', 'retail']","['health_&_medical', 'cosmetic_dentists', 'dentists', 'general_dentistry']",tie,0.251,0.251,"{'address': '3156 hempstead tpke', 'city': 'levittown', 'state': 'NY', 'postal_code': '11756'}","{'address': '3156 hempstead tpke', 'city': 'levittown', 'state': 'NY', 'postal_code': '11756'}","{'address': '379 egg harbor rd', 'city': 'sewell', 'state': 'NJ', 'postal_code': '08080'}"
872,08f2b812f5c1468c039fede714dbcf8b,564,D5DBDShzSVx_gQtdIbOqZg,0.4616,tie,0.59,0.59,cornwall storage box,cornwall storage box,public storage,tie,0.0,0.0,"['self_storage_facility', 'storage_facility']",['self_storage_facility'],"['self_storage', 'local_services']",base,0.253,0.269,"{'address': '127 augustus st', 'city': 'cornwall', 'state': 'ON', 'postal_code': 'K6J 3V9'}","{'address': '127 augustus street', 'city': 'cornwall', 'state': 'ON', 'postal_code': 'K6J 3V9'}","{'address': '7430 madison ave', 'city': 'indianapolis', 'state': 'IN', 'postal_code': '46227'}"
873,08f44c13a8493392035cc23ac8254acf,91,nUqrF-h9S7myCcvNDecOvw,0.4716,tie,0.56,0.56,o'reilly auto parts,o'reilly auto parts,iron horse auto body,tie,0.2,0.2,"['automotive_parts_and_accessories', 'automotive', 'automotive_dealer']","['auto_parts_and_supply_store', 'automotive', 'retail']","['towing', 'automotive', 'body_shops']",tie,0.3390000000000001,0.3390000000000001,"{'address': '6015 jimmy carter blvd', 'city': 'norcross', 'state': 'GA', 'postal_code': '30071'}","{'address': '6015 jimmy carter blvd', 'city': 'norcross', 'state': 'GA', 'postal_code': '30071'}","{'address': '825 cacique st', 'city': 'santa barbara', 'state': 'CA', 'postal_code': '93103'}"
875,08f12ccd550310a30379d144bdd1f4aa,6939,rhqyJ9sN-lb2JblkVFe13A,0.5312,tie,0.59,0.59,alberta gymnastics federation,alberta gymnastics federation,alberta motor association,tie,0.0,0.0,"['community_services_non_profits', 'gymnastics_center', 'active_life']",['active_life'],"['transportation', 'hotels_&_travel']",base,0.38699999999999996,0.443,"{'address': '550 71 ave se', 'city': 'calgary', 'state': 'AB', 'postal_code': 'T2H 0S6'}","{'address': '170, 550 71 st se', 'city': 'calgary', 'state': 'AB', 'postal_code': 'T2H 0S6'}","{'address': '11220 109 st nw', 'city': 'edmonton', 'state': 'AB', 'postal_code': 'T5G 2T6'}"
876,08f2b8948382984b0357aa768f759221,114,4dVrWc4Nhuw9apfk9BWEcA,0.4732,tie,0.47,0.47,stewart's shops,stewart's shops,walmart supercenter,tie,0.0,0.0,"['convenience_store', 'gas_station', 'ice_cream_shop']","['convenience_store', 'gas_station', 'automotive', 'retail']","['grocery', 'food', 'shopping', 'fashion', 'drugstores', 'department_stores', 'discount_store', 'electronics']",base,0.47000000000000003,0.47800000000000004,"{'address': '526 highway route 20', 'city': 'sharon springs', 'state': 'NY', 'postal_code': '13459'}","{'address': '526 highway rte 20', 'city': 'sharon springs', 'state': 'NY', 'postal_code': '13459'}","{'address': '41232 us hwy 19 n', 'city': 'tarpon springs', 'state': 'FL', 'postal_code': '34689'}"
877,1407374890510389,3922,Zh09tfHtkRaausaEnVrXzA,0.5732,non_base,0.59,0.44,extended stay america,extended stay america los angeles arcadia,a-american self storage,tie,0.0,0.0,"['resort', 'hotel', 'motel']","['resort', 'hotel', 'motel']","['self_storage', 'local_services']",tie,0.548,0.548,"{'address': '401 e santa clara st', 'city': 'arcadia', 'state': 'CA', 'postal_code': '91006'}","{'address': '401 e santa clara st', 'city': 'arcadia', 'state': 'CA', 'postal_code': '91006'}","{'address': '20 s calle cesar chavez', 'city': 'santa barbara', 'state': 'CA', 'postal_code': '93103'}"
878,08f2a163561a3a5d03b820bc52d7de83,240,6czqMScx8MRDirv7fxX7pw,0.44560000000000005,tie,0.42,0.42,rhinebeck bank,rhinebeck bank,frankie's fruit bar,tie,0.0,0.0,"['bank_credit_union', 'banks', 'financial_service']",['bank_credit_union'],"['specialty_food', 'food', 'shaved_ice', 'juice_bars_&_smoothies', 'fruits_&_veggies']",non_base,0.4840000000000001,0.45200000000000007,"{'address': '252 main st', 'city': 'goshen', 'state': 'NY', 'postal_code': '10924'}","{'address': '252 main street', 'city': 'goshen', 'state': 'NY', 'postal_code': '10924'}","{'address': '205 e moana ln', 'city': 'reno', 'state': 'NV', 'postal_code': '89502'}"
879,08f4440c1249b85c03b5b634418623f6,6247,xkgbgwTlkhzwo4ya_eIW-g,0.5,tie,0.46,0.46,carl sidney luikart md,carl sidney luikart md,cafe du monde,tie,0.0,0.0,"['cardiologist', 'doctor', 'health_and_medical']","['cardiologist', 'doctor', 'health_and_medical']","['coffee_&_tea', 'food', 'donuts', 'restaurants']",tie,0.56,0.56,"{'address': '7777 hennessy blvd ste 1000', 'city': 'baton rouge', 'state': 'LA', 'postal_code': '70808'}","{'address': '7777 hennessy blvd ste 1000', 'city': 'baton rouge', 'state': 'LA', 'postal_code': '70808'}","{'address': '3301 veterans memorial blvd, ste 104', 'city': 'metairie', 'state': 'LA', 'postal_code': '70002'}"
880,08f29950db69d390037ec63e208557a3,32345,f-S2Y0OO00cQjo8yj3upKg,0.19480000000000003,tie,0.12,0.12,kneaders bakery & cafe,kneaders bakery & cafe,find your zen,tie,0.0,0.0,"['bakery', 'cafe', 'american_restaurant']","['cafe', 'restaurant']","['health_&_medical', 'fitness_&_instruction', 'trainers', 'active_life', 'yoga', 'nutritionists']",tie,0.30700000000000005,0.30700000000000005,"{'address': '529 s mall dr', 'city': 'st george', 'state': 'UT', 'postal_code': '84790'}","{'address': '529 s mall dr', 'city': 'st george', 'state': 'UT', 'postal_code': '84790'}","{'address': '', 'city': 'eagle', 'state': 'UT', 'postal_code': '83616'}"
882,1407374885289070,7120,HFhjwiTaIzXrKCPiN5EXmw,0.7812,tie,1.0,1.0,trader joe's,trader joe's,trader joe's,tie,0.0,0.0,['retail'],['retail'],"['grocery', 'beer', 'wine_&_spirits', 'food']",tie,0.45300000000000007,0.45300000000000007,"{'address': '1875 s bascom ave', 'city': 'campbell', 'state': 'CA', 'postal_code': '95008'}","{'address': '1875 s bascom ave', 'city': 'campbell', 'state': 'CA', 'postal_code': '95008'}","{'address': '29 s milpas st', 'city': 'santa barbara', 'state': 'CA', 'postal_code': '93103'}"
883,08f60a25956e9c32031d3abfcc0d56db,25467,JfXYFsOEElqn5ukwDBml6Q,0.5396,non_base,0.58,0.49,profile publishing location 1,profile publishing location name - suite,phresh teas - iv location,tie,0.0,0.0,['automotive'],['automotive'],"['coffee_&_tea', 'bubble_tea', 'food']",tie,0.479,0.479,"{'address': '1766 palo verde ave', 'city': 'east palo alto', 'state': 'CA', 'postal_code': '96303'}","{'address': '1766 palo verde ave', 'city': 'east palo alto', 'state': 'CA', 'postal_code': '96303'}","{'address': '901 embarcadero del mar, unit 104', 'city': 'isla vista', 'state': 'CA', 'postal_code': '93117'}"
884,08f26692d90cb2ec03b6e9ab578fafc0,328,nSyOBxBRMugT3sKeT4YWBg,0.4232,base,0.35,0.54,albany auto color and power equipment,albany auto color,south cleaner & tailor,tie,0.0,0.0,"['automotive_parts_and_accessories', 'automotive_repair', 'outdoor_gear']","['industrial_equipment', 'tools_wholesaler', 'wholesaler', 'safety_equipment', 'b2b_machinery_and_tools', 'auto_parts_and_supply_store', 'auto_body_shop', 'business_equipment_and_supply', 'automotive', 'business_to_business', 'retail']","['sewing_&_alterations', 'local_services', 'dry_cleaning_&_laundry', 'laundry_services']",tie,0.248,0.248,"{'address': '1014 n cross st', 'city': 'albany', 'state': 'KY', 'postal_code': '42602'}","{'address': '1014 n cross st', 'city': 'albany', 'state': 'KY', 'postal_code': '42602'}","{'address': '6102 s macdill ave', 'city': 'tampa', 'state': 'FL', 'postal_code': '33611'}"
885,08f446dca490656503921b2b396e5017,97813,kEjAs-w4dN9W1n6jE7Tivg,0.396,base,0.23,0.38,village medical,village medical at walgreens,residences at glenview reserve apartment homes,tie,0.0,0.0,"['medical_center', 'health_and_medical']","['medical_center', 'health_and_medical']","['real_estate', 'home_services', 'apartments']",tie,0.42000000000000004,0.42000000000000004,"{'address': '14317 cypress rosehill rd', 'city': 'cypress', 'state': 'TX', 'postal_code': '77429'}","{'address': '14317 cypress rosehill rd', 'city': 'cypress', 'state': 'TX', 'postal_code': '77429'}","{'address': '100 arbor creek blvd', 'city': 'nashville', 'state': 'TX', 'postal_code': '37217'}"
886,08f2b9bc466424e403ff1e1ca190b31f,400,8t6mbhBNAT027aeDQ4mR3A,0.36000000000000004,tie,0.32,0.32,toronto matchmaker matchmaking services mutual match,toronto matchmaker matchmaking services mutual match,womens health partners,tie,0.0,0.0,['matchmaker'],['matchmaker'],"['health_&_medical', 'obstetricians_&_gynecologists', 'doctors']",tie,0.42000000000000004,0.42000000000000004,"{'address': '401 queens quay suite 605', 'city': 'toronto', 'state': 'ON', 'postal_code': 'M5V 2Y2'}","{'address': '401 queens quay suite 605', 'city': 'toronto', 'state': 'ON', 'postal_code': 'M5V 2Y2'}","{'address': '10012 kennerly rd, ste 405', 'city': 'saint louis', 'state': 'MO', 'postal_code': '63128'}"
887,1125899910854468,32536,qw_eRqiGeYwsbTfkpd_Pqg,0.3428,tie,0.3,0.3,titan factory direct,titan factory direct,southern luxe beauty,tie,0.0,0.0,"['mobile_home_dealer', 'mobile_home_park']","['mobile_home_dealer', 'mobile_home_park']","['beauty_&_spas', 'makeup_artists', 'hair_salons', 'hair_stylists']",tie,0.40700000000000003,0.40700000000000003,"{'address': '4120 w wall st', 'city': 'midland', 'state': 'TX', 'postal_code': '79703'}","{'address': '4120 w wall st', 'city': 'midland', 'state': 'TX', 'postal_code': '79703'}","{'address': '31 eagles ct', 'city': 'mount juliet', 'state': 'TX', 'postal_code': '37122'}"
888,08f2a1054b0d335e032ce31b32ba0cc4,16383,mH41WRAa0vY4DqJPY2xQbw,0.4804,tie,0.48,0.48,crowne plaza saddle brook,crowne plaza saddle brook,maple shade pizza,tie,0.0,0.0,"['hotel', 'accommodation', 'travel_services']","['resort', 'hotel', 'travel']","['pizza', 'restaurants']",tie,0.48100000000000004,0.48100000000000004,"{'address': '50 kenny pl', 'city': 'saddle brook', 'state': 'NJ', 'postal_code': '07663'}","{'address': '50 kenny pl', 'city': 'saddle brook', 'state': 'NJ', 'postal_code': '07663'}","{'address': '308 n forklanding rd', 'city': 'maple shade', 'state': 'NJ', 'postal_code': '08052'}"
889,08f2aa87330ca7a903957473b2acce21,373,uyc-S7lauYjzouYQ2TM76A,0.7032,tie,1.0,1.0,papa john's pizza,papa john's pizza,papa john's pizza,tie,0.0,0.0,"['pizza_restaurant', 'restaurant', 'fast_food_restaurant']","['fast_food_restaurant', 'pizza_restaurant', 'food', 'restaurant']","['pizza', 'restaurants']",base,0.257,0.258,"{'address': '7801 parston dr', 'city': 'district heights', 'state': 'MD', 'postal_code': '20747'}","{'address': '7801-b parston dr', 'city': 'forestville', 'state': 'MD', 'postal_code': '20747'}","{'address': '9817 w florissant ave', 'city': 'saint louis', 'state': 'MO', 'postal_code': '63136'}"
890,1407374890752475,28390,-06ngMH_Ejkm_6HQBYxB7g,0.5448,tie,0.6,0.6,roto-rooter plumbing & water cleanup,roto-rooter plumbing & water cleanup,stewart's de rooting & plumbing,tie,0.5,0.5,['plumbing'],['plumbing'],"['plumbing', 'home_services']",tie,0.462,0.462,"{'address': '1070 marina village pkwy ste 202', 'city': 'alameda', 'state': 'CA', 'postal_code': '94501'}","{'address': '1070 marina village pkwy ste 202', 'city': 'alameda', 'state': 'CA', 'postal_code': '94501'}","{'address': '415 e montecito st', 'city': 'santa barbara', 'state': 'CA', 'postal_code': '93101'}"
893,1407374885250235,10657,uw6sdeVs1ZnAKK_1UrkfVg,0.5664,tie,0.63,0.63,walmart,walmart,kabul market,tie,0.0,0.0,['retail'],"['tire_shop', 'automotive', 'retail']","['grocery', 'food']",tie,0.47100000000000003,0.47100000000000003,"{'address': '1450 n 2nd e', 'city': 'rexburg', 'state': 'ID', 'postal_code': '83440'}","{'address': '1450 n 2nd e', 'city': 'rexburg', 'state': 'ID', 'postal_code': '83440'}","{'address': '5751 w overland rd', 'city': 'boise', 'state': 'ID', 'postal_code': '83705'}"
894,1970324838957240,765,O0k_pEr2UR6iEX2nv2Bbpg,0.4572,tie,0.52,0.52,car-mart of corinth,car-mart of corinth,creve coeur golf course,tie,0.0,0.0,"['motorsport_vehicle_dealer', 'used_car_dealer', 'department_of_motor_vehicles', 'automotive']","['motorsport_vehicle_dealer', 'used_car_dealer', 'department_of_motor_vehicles', 'automotive']","['golf', 'active_life']",tie,0.363,0.363,"{'address': '2402 us highway 72 e', 'city': 'corinth', 'state': 'MS', 'postal_code': '38834'}","{'address': '2402 us highway 72 e', 'city': 'corinth', 'state': 'MS', 'postal_code': '38834'}","{'address': '11400 olde cabin rd', 'city': 'creve coeur', 'state': 'MO', 'postal_code': '63141'}"
